ab｜복근,종류,수준
welcomed｜환영받은,낱말,
whatever｜무엇이든,낱말,
whenever｜언제든지,낱말,
wherever｜어디든지,낱말,
wildlife｜야생동물,낱말,
wireless｜무선의,낱말,
withdraw｜철회하다,낱말,
wondered｜궁금했다,낱말,
workflow｜작업흐름,낱말,
workshop｜워크숍,낱말,
yourself｜당신자신,낱말,
youthful｜젊은,낱말,
abandoned｜버려진,낱말,
abilities｜능력들,낱말,
abolished｜폐지된,낱말,
absorbent｜흡수하는,낱말,
abundance｜풍부함,낱말,
accounted｜설명된,낱말,
activated｜활성화된,낱말,
addiction｜중독,낱말,
addressed｜주소를쓴,낱말,
admirable｜존경스러운,낱말,
adventure｜모험,낱말,
afternoon｜오후,낱말,
agreement｜합의,낱말,
algorithm｜알고리즘,낱말,
allowance｜용돈,낱말,
alongside｜나란히,낱말,
ambiguous｜모호한,낱말,
ambitious｜야심찬,낱말,
announced｜발표된,낱말,
anonymous｜익명의,낱말,
answering｜대답하는,낱말,
anxiously｜불안하게,낱말,
apartment｜아파트,낱말,
apologize｜사과하다,낱말,
appearing｜나타나는,낱말,
appointed｜임명된,낱말,
appraised｜평가된,낱말,
architect｜건축가,낱말,
arguments｜논쟁들,낱말,
arrogance｜오만,낱말,
assembled｜조립된,낱말,
assistant｜보조원,낱말,
attracted｜끌린,낱말,
authentic｜진짜의,낱말,
awakening｜각성,낱말,
awareness｜인식,낱말,
beautiful｜아름다운,낱말,
beginning｜시작,낱말,
behaviour｜행동,낱말,
believing｜믿는것,낱말,
benchmark｜기준점,낱말,
biography｜전기,낱말,
blindness｜실명,낱말,
boardroom｜이사회실,낱말,
breakfast｜아침식사,낱말,
breathing｜숨쉬는것,낱말,
brokerage｜중개업,낱말,
buildings｜건물들,낱말,
calculate｜계산하다,낱말,
carefully｜조심스럽게,낱말,
caribbean｜카리브해의,낱말,
catalogue｜카탈로그,낱말,
celebrate｜축하하다,낱말,
certainly｜확실히,낱말,
challenge｜도전하다,낱말,
character｜성격,낱말,
chemistry｜화학,낱말,
childcare｜육아,낱말,
chocolate｜초콜릿,낱말,
christmas｜크리스마스,낱말,
cigarette｜담배,낱말,
classmate｜급우,낱말,
clearance｜통관,낱말,
clockwise｜시계방향으로,낱말,
collected｜수집된,낱말,
colorless｜색깔없는,낱말,
committed｜헌신된,낱말,
community｜지역사회,낱말,
complaint｜불만,낱말,
completed｜완료된,낱말,
confident｜자신있는,낱말,
confusion｜혼란,낱말,
connected｜연결된,낱말,
consuming｜소비하는,낱말,
continued｜계속된,낱말,
convinced｜확신된,낱말,
correctly｜올바르게,낱말,
countless｜무수한,낱말,
courtyard｜안마당,낱말,
criticism｜비판,낱말,
crossword｜십자말풀이,낱말,
customize｜맞춤화하다,낱말,
dangerous｜위험한,낱말,
daughters｜딸들,낱말,
deadlines｜마감기한들,낱말,
decorated｜장식된,낱말,
dedicated｜헌신된,낱말,
delivered｜배달된,낱말,
democracy｜민주주의,낱말,
depending｜의존하는,낱말,
deserving｜받을만한,낱말,
desperate｜절박한,낱말,
destroyed｜파괴된,낱말,
difficult｜어려운,낱말,
direction｜방향,낱말,
disagrees｜동의하지않다,낱말,
disappear｜사라지다,낱말,
discharge｜방전하다,낱말,
discovery｜발견,낱말,
discussed｜논의된,낱말,
dismissed｜해고된,낱말,
displayed｜전시된,낱말,
diversity｜다양성,낱말,
documents｜문서들,낱말,
dominance｜지배,낱말,
eagerness｜열망,낱말,
economics｜경제학,낱말,
effective｜효과적인,낱말,
efficient｜효율적인,낱말,
electoral｜선거의,낱말,
elsewhere｜다른곳에,낱말,
emotional｜감정적인,낱말,
employees｜직원들,낱말,
encounter｜만나다,낱말,
encourage｜격려하다,낱말,
enjoyment｜즐거움,낱말,
essential｜필수적인,낱말,
everybody｜모든사람,낱말,
excellent｜훌륭한,낱말,
exception｜예외,낱말,
exclusive｜독점적인,낱말,
existence｜존재,낱말,
expanding｜확장하는,낱말,
expensive｜비싼,낱말,
explained｜설명된,낱말,
extremely｜극도로,낱말,
eyeshadow｜아이섀도우,낱말,
fantastic｜환상적인,낱말,
favorable｜유리한,낱말,
favourite｜좋아하는,낱말,
financial｜재정적인,낱말,
following｜다음의,낱말,
forbidden｜금지된,낱말,
forgotten｜잊혀진,낱말,
formation｜형성,낱말,
fortunate｜운좋은,낱말,
framework｜틀/구조,낱말,
frequency｜빈도,낱말,
freshness｜신선함,낱말,
generally｜일반적으로,낱말,
generated｜생성된,낱말,
geography｜지리학,낱말,
graduated｜졸업했다,낱말,
guarantee｜보장하다,낱말,
guardians｜보호자들,낱말,
guideline｜가이드라인,낱말,
happening｜일어나는것,낱말,
happiness｜행복,낱말,
hardcover｜양장본,낱말,
headlines｜헤드라인들,낱말,
heartbeat｜심장박동,낱말,
heartfelt｜진심어린,낱말,
heaviness｜무거움,낱말,
highlight｜강조하다,낱말,
homeowner｜집주인,낱말,
honeybeе｜꿀벌,낱말,
hopefully｜바라건대,낱말,
household｜가구,낱말,
hurricane｜허리케인,낱말,
identical｜동일한,낱말,
illegally｜불법으로,낱말,
imaginary｜상상의,낱말,
immediate｜즉각적인,낱말,
important｜중요한,낱말,
impressed｜감명받은,낱말,
improving｜향상하는,낱말,
infection｜감염,낱말,
influence｜영향력,낱말,
inherited｜상속된,낱말,
initially｜처음에,낱말,
innocence｜결백,낱말,
installed｜설치된,낱말,
intention｜의도,낱말,
inventory｜재고목록,낱말,
invisible｜보이지않는,낱말,
isolation｜고립,낱말,
judgement｜판단,낱말,
knowledge｜지식,낱말,
landscape｜풍경,낱말,
launching｜출시하는,낱말,
listening｜듣는것,낱말,
literally｜문자그대로,낱말,
locations｜위치들,낱말,
loveliest｜가장사랑스러운,낱말,
lunchtime｜점심시간,낱말,
magnitude｜규모,낱말,
makeshift｜임시방편의,낱말,
mandatory｜의무적인,낱말,
masculine｜남성적인,낱말,
mechanism｜메커니즘,낱말,
memorable｜기억에남는,낱말,
mentioned｜언급된,낱말,
messenger｜전달자,낱말,
migration｜이동,낱말,
mindfully｜마음챙김으로,낱말,
miserable｜비참한,낱말,
motivated｜동기부여된,낱말,
mountains｜산들,낱말,
movements｜움직임들,낱말,
multipled｜여러겹의,낱말,
navigator｜항해사,낱말,
necessary｜필요한,낱말,
neighbors｜이웃들,낱말,
nervously｜긴장되게,낱말,
nighttime｜밤시간,낱말,
nonprofit｜비영리의,낱말,
notebooks｜공책들,낱말,
nourished｜영양공급된,낱말,
objective｜목표,낱말,
occasions｜경우들,낱말,
occurring｜발생하는,낱말,
offensive｜공격적인,낱말,
offspring｜자녀,낱말,
operating｜운영하는,낱말,
organized｜정리된,낱말,
otherwise｜그렇지않으면,낱말,
ourselves｜우리자신,낱말,
overcomes｜극복하다,낱말,
ownership｜소유권,낱말,
packaging｜포장,낱말,
paperwork｜서류작업,낱말,
passenger｜승객,낱말,
perfectly｜완벽하게,낱말,
permitted｜허가된,낱말,
personnel｜인원,낱말,
physician｜내과의사,낱말,
placement｜배치,낱말,
platforms｜플랫폼들,낱말,
populated｜인구가있는,낱말,
portfolio｜포트폴리오,낱말,
postponed｜연기된,낱말,
potential｜잠재적인,낱말,
practical｜실용적인,낱말,
practiced｜연습된,낱말,
pregnancy｜임신,낱말,
preparing｜준비하는,낱말,
president｜대통령,낱말,
pressured｜압박받는,낱말,
priceless｜값을매길수없는,낱말,
princesse｜공주,낱말,
printable｜인쇄가능한,낱말,
privilege｜특권,낱말,
procedure｜절차,낱말,
professor｜교수,낱말,
programme｜프로그램,낱말,
projected｜예상된,낱말,
promotion｜승진,낱말,
protected｜보호된,낱말,
providing｜제공하는,낱말,
published｜출판된,낱말,
purchased｜구매된,낱말,
realistic｜현실적인,낱말,
reasoning｜추론,낱말,
reception｜접수,낱말,
recovered｜회복된,낱말,
recycling｜재활용,낱말,
reflected｜반영된,낱말,
refreshed｜새로워진,낱말,
regularly｜정기적으로,낱말,
relieving｜완화하는,낱말,
relocated｜이전된,낱말,
remaining｜남아있는,낱말,
represent｜대표하다,낱말,
requested｜요청된,낱말,
requiring｜필요로하는,낱말,
resilient｜회복력있는,낱말,
respected｜존경받는,낱말,
responded｜응답했다,낱말,
resulting｜결과로나오는,낱말,
revealing｜드러내는,낱말,
rewarding｜보람있는,낱말,
sacrifice｜희생하다,낱말,
satisfied｜만족한,낱말,
scattered｜흩어진,낱말,
scheduled｜예정된,낱말,
scientist｜과학자,낱말,
sensitive｜민감한,낱말,
separated｜분리된,낱말,
seriously｜심각하게,낱말,
shoulders｜어깨들,낱말,
similarly｜마찬가지로,낱말,
situation｜상황,낱말,
skeptical｜회의적인,낱말,
something｜무언가,낱말,
sometimes｜때때로,낱말,
somewhere｜어딘가,낱말,
spiritual｜영적인,낱말,
statement｜진술,낱말,
steadfast｜확고한,낱말,
streaming｜스트리밍,낱말,
structure｜구조,낱말,
struggled｜고군분투했다,낱말,
subjected｜종속된,낱말,
submitted｜제출된,낱말,
substance｜물질,낱말,
succeeded｜성공했다,낱말,
suggested｜제안된,낱말,
summaries｜요약들,낱말,
supported｜지원된,낱말,
surprised｜놀란,낱말,
suspected｜의심된,낱말,
sustained｜지속된,낱말,
sweetness｜달콤함,낱말,
teachings｜가르침들,낱말,
technical｜기술적인,낱말,
teenagers｜십대들,낱말,
temporary｜일시적인,낱말,
therefore｜따라서,낱말,
timetable｜시간표,낱말,
tolerance｜관용,낱말,
toothache｜치통,낱말,
tradition｜전통,낱말,
travelers｜여행자들,낱말,
treatment｜치료,낱말,
triggered｜촉발된,낱말,
typically｜전형적으로,낱말,
universal｜보편적인,낱말,
unlimited｜무제한의,낱말,
unwilling｜꺼리는,낱말,
uplifting｜격려하는,낱말,
usernames｜사용자이름들,낱말,
vaccinate｜예방접종하다,낱말,
valentine｜발렌타인,낱말,
variation｜변형,낱말,
vegetable｜채소,낱말,
violation｜위반,낱말,
virtually｜사실상,낱말,
volunteer｜자원봉사자,낱말,
wandering｜방황하는,낱말,
watchlist｜감시목록,낱말,
weakening｜약화되는,낱말,
wednesday｜수요일,낱말,
wellbeing｜웰빙,낱말,
wheelbase｜축거,낱말,
wondering｜궁금해하는,낱말,
workforce｜노동력,낱말,
workplace｜직장,낱말,
worldwide｜전세계적으로,낱말,
worsening｜악화되는,낱말,
wrestling｜레슬링,낱말,
yellowish｜노르스름한,낱말,
yesterday｜어제,낱말,
youngster｜젊은이,낱말,
acknowledge｜인정하다,낱말,
adventurous｜모험적인,낱말,
agriculture｜농업,낱말,
alternative｜대안적인,낱말,
anniversary｜기념일,낱말,
application｜응용프로그램,낱말,
appointment｜예약,낱말,
appropriate｜적절한,낱말,
arbitrarily｜임의적으로,낱말,
assumptions｜가정들,낱말,
attractions｜명소들,낱말,
automobiles｜자동차들,낱말,
backgrounds｜배경들,낱말,
beautifully｜아름답게,낱말,
bittersweet｜달콤씁쓸한,낱말,
bloodstream｜혈류,낱말,
breadwinner｜가장,낱말,
brotherhood｜형제애,낱말,
butterflies｜나비들,낱말,
calculation｜계산,낱말,
carefulness｜신중함,낱말,
celebration｜축하,낱말,
challenging｜도전적인,낱말,
cheerleader｜치어리더,낱말,
circulation｜순환,낱말,
comfortable｜편안한,낱말,
comfortably｜편안하게,낱말,
communicate｜소통하다,낱말,
communities｜지역사회들,낱말,
competition｜경쟁,낱말,
complicated｜복잡한,낱말,
composition｜작문,낱말,
concentrate｜집중하다,낱말,
confessions｜고백들,낱말,
consciously｜의식적으로,낱말,
consequence｜결과,낱말,
considering｜감안하면,낱말,
considering｜고려하는,낱말,
consolidate｜통합하다,낱말,
constraints｜제약들,낱말,
continually｜지속적으로,낱말,
convenience｜편의,낱말,
cooperation｜협력,낱말,
corporation｜기업,낱말,
countryside｜시골,낱말,
declaration｜선언,낱말,
demonstrate｜시연하다,낱말,
description｜설명,낱말,
destination｜목적지,낱말,
differences｜차이들,낱말,
differently｜다르게,낱말,
disciplined｜훈련된,낱말,
discussions｜토론들,낱말,
distinctive｜독특한,낱말,
disturbance｜방해,낱말,
documentary｜다큐멘터리,낱말,
downloading｜다운로드하는,낱말,
effectively｜효과적으로,낱말,
efficiently｜효율적으로,낱말,
electricity｜전기,낱말,
elimination｜제거,낱말,
embarrassed｜당황한,낱말,
emergencies｜비상사태들,낱말,
emotionally｜감정적으로,낱말,
emphasizing｜강조하는,낱말,
encouraging｜격려하는,낱말,
engineering｜공학,낱말,
environment｜환경,낱말,
established｜설립된,낱말,
examination｜시험,낱말,
exceptional｜예외적인,낱말,
exclusively｜독점적으로,낱말,
expectation｜기대,낱말,
experienced｜경험있는,낱말,
explanation｜설명,낱말,
exploration｜탐험,낱말,
expressions｜표현들,낱말,
extensively｜광범위하게,낱말,
facilitates｜용이하게하다,낱말,
fascinating｜매력적인,낱말,
frightening｜무서운,낱말,
frustration｜좌절감,낱말,
generalized｜일반화된,낱말,
generations｜세대들,낱말,
governments｜정부들,낱말,
grandparent｜조부모,낱말,
immediately｜즉시,낱말,
importantly｜중요하게,낱말,
improvement｜향상,낱말,
independent｜독립적인,낱말,
individuals｜개인들,낱말,
information｜정보,낱말,
inheritance｜유산,낱말,
inspiration｜영감,낱말,
interesting｜흥미로운,낱말,
investments｜투자들,낱말,
involvement｜참여,낱말,
limitations｜한계들,낱말,
magnificent｜웅장한,낱말,
mathematics｜수학,낱말,
measurement｜측정,낱말,
medications｜약물들,낱말,
memorizable｜암기가능한,낱말,
mischievous｜장난스러운,낱말,
motorcycles｜오토바이들,낱말,
mountainous｜산악의,낱말,
nationality｜국적,낱말,
neverending｜끝없는,낱말,
nonviolence｜비폭력,낱말,
nourishment｜영양,낱말,
obligations｜의무들,낱말,
observation｜관찰,낱말,
opportunity｜기회,낱말,
outstanding｜뛰어난,낱말,
overwhelmed｜압도된,낱말,
partnership｜파트너십,낱말,
performance｜공연/성과,낱말,
persistence｜끈기,낱말,
personality｜성격,낱말,
perspective｜관점,낱말,
practically｜실용적으로,낱말,
preferences｜선호들,낱말,
preparation｜준비,낱말,
principally｜주로,낱말,
problematic｜문제가있는,낱말,
professions｜직업들,낱말,
programming｜프로그래밍,낱말,
progressive｜진보적인,낱말,
prohibition｜금지,낱말,
prominently｜두드러지게,낱말,
promotional｜홍보의,낱말,
pronouncing｜발음하는,낱말,
publication｜출판물,낱말,
questioning｜의문을갖는,낱말,
realization｜깨달음,낱말,
recognition｜인식,낱말,
recommended｜추천된,낱말,
recruitment｜채용,낱말,
reflections｜반성들,낱말,
reliability｜신뢰성,낱말,
remembrance｜기억,낱말,
replacement｜교체,낱말,
resentfully｜분하게,낱말,
residential｜주거의,낱말,
resourceful｜자원이풍부한,낱말,
responsible｜책임있는,낱말,
restaurants｜식당들,낱말,
restriction｜제한,낱말,
righteously｜의롭게,낱말,
scholarship｜장학금,낱말,
sensitivity｜민감성,낱말,
significant｜중요한,낱말,
simplifying｜단순화하는,낱말,
smartphones｜스마트폰들,낱말,
spectacular｜장관인,낱말,
speechmaker｜연설가,낱말,
spontaneous｜자발적인,낱말,
stimulating｜자극하는,낱말,
storyteller｜이야기꾼,낱말,
streetlight｜가로등,낱말,
supermarket｜슈퍼마켓,낱말,
surrounding｜둘러싸는,낱말,
sustainable｜지속가능한,낱말,
